-36.9885	0.979579	0.733549	312
-29.4808	0.968029	0.774928	377
-25.5869	0.973795	0.875573	377
-24.424	0.96969	0.839872	455
-24.1564	0.962196	0.860066	598
-24.6305	0.965909	0.862725	611
-27.5363	0.960187	0.816639	429
-32.2543	0.984067	0.727541	221
-33.7461	0.992135	0.848962	182
-36.5774	0.992037	0.776475	117
-43.0738	0.991354	0.470688	78
-62.885	0.950798	0.24339	65
-73.2914	0.837866	0.203845	26
-74.5394	0.828939	0.303096	13
-76.1869	0.81807	0.0974718	52
-38.4843	0.311953	0.134408	1248
-35.3177	0.0702191	0.152181	3614
-35.9849	-0.320013	0.124481	5083
-36.7923	-0.529634	0.154449	5239
-36.6282	-0.582053	0.0985964	5447
-36.0376	-0.699272	0.14142	5850
-34.2858	-0.749557	0.199322	5993
-33.3255	-0.728247	0.154118	6019
-34.2604	-0.638393	0.207012	5382
-38.3688	-0.50906	0.163047	3042
-54.0048	0.595898	0.12854	676
-62.321	0.748117	0.0664768	208
-45.3199	0.818	0.16997	1001
-30.271	0.97092	0.595268	1027
-25.6947	0.972551	0.714698	468
-23.8673	0.966448	0.87178	533
-24.9475	0.966653	0.843402	533
-29.3487	0.973178	0.71295	338
-32.0518	0.99402	0.829794	156
-31.3753	0.995398	0.859756	169
-31.2342	0.99572	0.857473	169
-31.2489	0.994543	0.859644	156
-31.385	0.994362	0.8634	169
-31.9271	0.994668	0.860237	182
-32.4385	0.994471	0.862614	182
-32.7033	0.992365	0.844912	169
-31.311	0.988596	0.783389	234
-27.4841	0.981071	0.845905	351
-24.9685	0.981505	0.869423	364
-23.9414	0.977971	0.870208	364
-23.6178	0.979078	0.864973	390
-23.7083	0.982304	0.865686	390
-24.8475	0.980628	0.876863	390
-29.0143	0.980377	0.767787	572
-42.6691	0.854191	0.500913	2197
-49.9555	-0.326961	0.18597	4433
-48.6467	-0.326921	0.169184	4524
-42.9198	0.751638	0.304744	2769
-35.72	0.97502	0.706379	975
-33.3265	0.991414	0.794764	221
-33.1498	0.995199	0.870851	169
-34.0024	0.996331	0.871843	156
-37.3069	0.992588	0.837258	156
-44.6437	0.989801	0.600287	182
-36.1063	0.641121	0.360301	546
-33.6549	0.558846	0.209461	1898
-35.5365	0.531905	0.259851	2444
-38.9253	0.716905	0.160672	1781
-41.4366	0.810476	0.174588	1508
-42.6017	0.872458	0.207379	1105
-32.5536	0.974893	0.660984	585
-28.0679	0.949128	0.727338	429
-26.3296	0.933749	0.767144	611
-26.8725	0.940485	0.846869	598
-29.9525	0.959135	0.772037	312
-32.2178	0.994139	0.844431	169
-31.7174	0.99543	0.860154	169
-32.0499	0.995672	0.863175	156
-33.9605	0.996243	0.867346	130
-39.1148	0.988169	0.664009	364
-43.2626	0.68332	0.186636	988
-33.6007	0.0504035	0.1958	2652
-30.2302	-0.0621793	0.127137	4017
-31.3934	0.0153313	0.164503	3380
-36.7964	0.353442	0.346454	2652
-42.913	0.374137	0.204466	2067
-46.8856	0.771433	0.331394	897
-66.766	0.722245	0.0629142	182
-75.5346	0.791445	0.251648	78
-80.5638	0.475678	0.108188	117
-82.4437	0.433143	0.125928	78
-41.3136	0.836223	0.250044	364
-37.5646	0.862188	0.276661	936
-34.321	0.909504	0.467907	1066
-31.1575	0.936337	0.643298	884
-30.0704	0.94521	0.807062	793
-28.625	0.940099	0.775194	689
-26.1958	0.938333	0.79119	611
-25.0454	0.936938	0.827776	611
-25.5834	0.943218	0.819833	572
-26.5474	0.949059	0.818141	559
-27.3713	0.950122	0.82383	546
-27.9356	0.959253	0.807265	559
-28.0133	0.96242	0.829862	559
-28.748	0.968209	0.834055	507
-29.5731	0.976293	0.82616	481
-30.5384	0.979359	0.832479	351
-31.6486	0.986853	0.835776	208
-32.7121	0.988569	0.832	169
-34.3428	0.992494	0.840311	156
-35.3365	0.994311	0.775215	130
-35.0692	0.995588	0.850103	117
-34.9571	0.995669	0.836942	143
-35.0075	0.996128	0.84487	143
-35.3672	0.995716	0.84316	130
-35.8749	0.994902	0.83126	156
-36.7474	0.996255	0.833554	143
-38.7312	0.993402	0.843942	143
-41.3054	0.982289	0.785779	195
-45.1447	0.949145	0.692147	780
-46.0668	-0.544767	0.196299	3614
-42.2936	-0.785698	0.205029	6045
-41.4834	-0.772306	0.143525	5980
-42.0194	-0.735658	0.190997	5863
-41.4607	-0.752475	0.229508	5993
-42.2533	-0.741872	0.194579	5889
-45.2442	-0.649359	0.158464	5512
-48.5426	-0.579438	0.159821	4862
-57.8491	-0.300347	0.203601	2951
-66.528	0.557308	0.211227	767
-72.4964	0.862733	0.377498	39
-77.6074	0.718482	0.347814	39
-81.3808	0.573979	0.153521	52
-83.5919	0.392955	0.190573	78
-83.9766	0.398669	0.106299	39
-85.439	0.275815	0.16586	39
-84.0874	0.322597	0.211067	78
