-41.1806	0.992233	0.66655	52
-66.4154	0.929084	0.520996	26
-80.225	0.543462	0.145826	117
-79.8718	0.583759	0.185187	117
-79.7025	0.62906	0.194055	52
-79.8658	0.622035	0.164922	65
-80.0558	0.587915	0.17277	78
-80.9399	0.593697	0.181778	104
-82.6988	0.42763	0.12869	78
-83.0898	0.352194	0.0634648	26
-84.4184	0.346842	0.142501	52
-85.1296	0.266976	0.0810322	104
-84.2087	0.340729	0.0893347	104
-83.4104	0.376435	0.081694	117
-81.1849	0.52365	0.125314	104
-79.2403	0.632222	0.147872	117
-77.3109	0.638204	0.242745	117
-75.8115	0.674494	0.225901	91
-73.6413	0.737312	0.138196	156
-71.233	0.784381	0.247519	208
-69.9377	0.78746	0.263424	312
-69.6004	0.773158	0.335177	442
-68.1059	0.797986	0.267011	442
-67.3959	0.815774	0.303859	325
-68.4662	0.805285	0.285888	364
-70.2929	0.78334	0.207364	403
-72.9662	0.779471	0.14944	221
-75.3149	0.757241	0.203729	78
-74.4761	0.782717	0.208723	65
-73.9536	0.785727	0.2346	52
-75.4634	0.688087	0.26839	221
-75.9953	0.535858	0.151583	299
-74.0409	0.563398	0.22542	234
-73.6433	0.470168	0.0901008	247
-76.4381	0.363314	0.114007	156
-78.6903	0.652375	0.15915	52
-77.5184	0.713785	0.298779	39
-56.9406	0.435944	0.32954	286
-32.9452	0.908564	0.382417	676
-27.8504	0.924637	0.357077	754
-27.245	0.918411	0.4944	923
-28.1255	0.907722	0.682231	1027
-27.3474	0.930561	0.791935	897
-28.4138	0.945903	0.797023	806
-34.044	0.943182	0.467799	377
-51.9612	0.987673	0.655969	26
-36.1676	0.496343	0.338414	351
-28.1597	-0.228979	0.195362	2782
-26.7776	0.00644306	0.231122	3367
-24.0761	0.883582	0.759282	1183
-20.5107	0.96352	0.858607	494
-18.2851	0.965599	0.880974	546
-17.8291	0.963189	0.883387	637
-19.5147	0.954782	0.858071	702
-21.9734	0.953647	0.865186	611
-24.137	0.942182	0.837484	689
-27.454	0.929305	0.740931	936
-32.3883	0.909747	0.632285	559
-43.4047	0.985685	0.583608	130
-49.6946	0.975085	0.504959	65
-60.9631	0.888114	0.255401	39
-56.2552	0.893016	0.0760042	195
-55.0793	0.918651	0.134403	182
-51.5954	0.980137	0.390258	143
-44.5227	0.989946	0.592257	208
-41.508	0.988297	0.598104	208
